x,y,
-3.5864,4.4199
4.0358,4.6884
-1.6088,1.9363
-4.0132,4.132
5.8467,-3.9761
-4.567,1.2771
-3.5283,3.4911
4.9412,-2.1456
-3.0943,0.45531
-5.9276,-2.6189
-3.087,4.8963
6.4967,-3.4004
6.0641,-2.6217
0.24564,-0.26212
-4.6937,0.11724
-2.982,3.218
5.4329,4.5212
-5.6108,-3.5634
6.1993,1.8605
-5.8584,-3.2705
-2.9426,5.5656
5.9552,-2.5084
2.6879,4.9079
-4.7531,3.2927
-4.8097,1.1026
-5.708,-3.5192
6.5458,1.1568
3.7932,2.802
0.27132,-2.8471
-4.5317,3.8686
-1.1619,1.5894
4.5551,-0.33323
-5.4165,-3.879
-4.6475,3.6871
6.0651,-2.8058
-3.0747,5.2588
6.905,2.9538
4.4847,-5.3838
2.2716,2.004
-4.4882,-1.2701
3.3322,-4.9875
-5.637,-3.7316
-2.7942,4.9793
-5.652,-3.7089
-5.7043,-3.4918
5.491,3.0287
-5.3735,-4.0103
4.6276,4.6566
-0.85306,-2.0162
4.1533,-0.31427
4.4847,-5.3837
-5.6646,-3.6435
-5.652,-3.7074
-3.3749,5.2939
2.03,4.1135
5.9485,-1.6861
-3.5131,5.194
5.4622,-4.5968
5.8523,-2.4892
1.1013,0.6445
6.8172,3.0505
6.0799,-3.6459
-6.1599,-0.62578
-5.6363,-3.7305
-4.0724,0.72072
2.8276,4.6395
2.073,-1.8821
-5.9334,-2.9936
5.2883,4.0076
-5.3371,1.4866
-5.5249,-3.8491
-4.7416,2.1498
-5.4556,-3.7653
6.4016,-3.448
-2.9532,5.7899
-3.8729,4.1642
-5.7277,-3.4507
-3.1509,-3.4728
6.1786,-2.5198
-3.256,5.0645
-1.0245,1.2394
6.145,-2.3469
1.3441,0.83713
4.1285,3.8774
6.6124,-2.7146
-5.6362,-3.693
7.2324,3.4016
5.6178,0.3521
4.7073,0.36887
1.4563,3.4778
7.1127,2.3956
-3.6896,2.4086
1.6455,4.5666
-2.9891,3.7658
3.8819,4.5506
-2.996,1.0552
-4.6663,-0.64
1.9629,-4.551
-2.5113,-0.85326
4.664,-3.9331
-5.7692,-3.5277
-3.0264,5.9369
-1.0732,1.6139
6.0736,-2.884
6.5868,-2.7458
4.0109,4.9052
-3.2507,4.0802
5.378,-3.9781
-4.4902,1.2384
-1.0747,1.6139
-5.9176,-2.4232
-5.8747,-2.9011
6.6103,-3.2619
-5.4233,-3.914
2.438,3.8611
6.4278,-2.7618
-5.4608,-3.6846
3.8686,-3.9273
-4.5861,-1.9125
-5.524,-3.81
6.3895,-3.2171
-6.0303,-2.496
5.8371,-3.1263
-5.7374,-3.3464
5.672,-3.1062
5.7287,-3.5333
-3.8779,-0.66045
5.9018,3.9361
5.4419,-3.483
-5.2299,1.1658
3.0584,5.0482
5.8677,-2.6654
-2.8413,5.9079
6.2506,2.39
2.1456,4.6784
-5.7252,-3.5626
1.0472,2.027
-5.803,-3.1472
-4.5245,1.1114
5.4711,-4.3801
-5.5514,-3.7894
-4.431,3.5948
2.8009,-4.5572
-2.9396,5.4741
-3.2578,4.4148
-0.73844,-2.1071
2.1912,4.8511
-2.2672,0.71934
4.998,-5.1709
-5.4735,-3.4525
3.4073,4.9116
2.6545,4.4887
-3.6935,-0.77443
-4.1661,3.4663
4.4197,-3.9659
-3.8195,2.6077
3.7869,5.0463
-0.78328,3.8421
7.0858,4.2978
-5.7296,-3.5466
2.3499,4.461
6.4284,-2.7606
6.0868,-0.97727
-2.7259,0.0066832
4.9476,4.3379
-4.543,0.68288
3.1954,-4.3163
4.9594,-3.9139
-5.8066,-2.9724
-3.9463,-0.23662
-1.9649,1.6502
-5.6186,-3.6876
-3.1953,3.3318
5.1757,-1.6203
6.1794,-2.5205
-0.76319,-3.3738
-5.2603,-4.1302
-3.5532,0.34115
-5.6438,-3.6738
6.04,-2.5862
-2.9025,4.9547
-2.678,-4.2838
-4.51,2.4884
-5.6527,-3.7074
2.5502,4.9084
5.3815,3.198
-5.0327,1.8072
-2.6212,-0.7166
6.5041,-2.6486
4.9278,-3.1448
3.6916,5.5442
6.4672,-2.5856
-3.3657,5.0695
3.4542,5.4694
-4.8739,0.42788
-5.6387,0.28019
6.1349,-2.9833
0.6442,-0.98469
5.5423,-3.0085
-5.6349,-3.731
