0,9,24,24,30,30,30,45,45,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
9,0,24,24,30,30,30,45,45,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
24,24,0,9,24,24,24,30,30,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
24,24,9,0,33,33,33,30,30,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
30,30,24,33,0,1,2,24,24,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,24,33,1,0,1,24,24,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,24,33,2,1,0,24,24,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
45,45,30,30,24,24,24,0,5,24,24,24,24,24,24,24,42,42,24,24,24,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
45,45,30,30,24,24,24,5,0,24,24,24,24,24,24,24,42,42,24,24,24,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
60,60,45,45,30,30,30,24,24,0,6,7,5,4,3,1,27,27,27,27,27,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,24,24,6,0,3,3,4,3,5,27,27,27,27,27,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,24,24,7,3,0,2,3,4,6,27,27,27,27,27,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,24,24,5,3,2,0,1,4,4,27,27,27,27,27,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,24,24,4,4,3,1,0,3,3,27,27,27,27,27,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,24,24,3,3,4,4,3,0,2,27,27,27,27,27,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,24,24,1,5,6,4,3,2,0,27,27,27,27,27,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,42,42,27,27,27,27,27,27,27,0,5,54,54,54,27,27,27,27,27,27,27,27,27,27,27,36,54,54,54,54
60,60,45,45,30,30,30,42,42,27,27,27,27,27,27,27,5,0,54,54,54,27,27,27,27,27,27,27,27,27,27,27,36,54,54,54,54
60,60,45,45,30,30,30,24,24,27,27,27,27,27,27,27,54,54,0,3,5,27,27,27,27,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,24,24,27,27,27,27,27,27,27,54,54,3,0,4,27,27,27,27,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,24,24,27,27,27,27,27,27,27,54,54,5,4,0,27,27,27,27,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,27,27,27,27,27,0,4,5,5,27,27,27,27,27,27,27,36,54,54,54,54
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,27,27,27,27,27,4,0,3,3,27,27,27,27,27,27,27,36,54,54,54,54
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,27,27,27,27,27,5,3,0,2,27,27,27,27,27,27,27,36,54,54,54,54
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,27,27,27,27,27,5,3,2,0,27,27,27,27,27,27,27,36,54,54,54,54
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,27,27,54,54,54,27,27,27,27,0,3,3,3,4,4,5,9,27,27,27,27
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,27,27,54,54,54,27,27,27,27,3,0,2,6,7,3,6,9,27,27,27,27
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,27,27,54,54,54,27,27,27,27,3,2,0,4,5,1,4,9,27,27,27,27
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,27,27,54,54,54,27,27,27,27,3,6,4,0,1,3,2,9,27,27,27,27
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,27,27,54,54,54,27,27,27,27,4,7,5,1,0,4,1,9,27,27,27,27
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,27,27,54,54,54,27,27,27,27,4,3,1,3,4,0,3,9,27,27,27,27
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,27,27,54,54,54,27,27,27,27,5,6,4,2,1,3,0,9,27,27,27,27
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,36,36,54,54,54,36,36,36,36,9,9,9,9,9,9,9,0,18,18,18,18
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,27,27,27,27,27,27,27,18,0,3,3,2
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,27,27,27,27,27,27,27,18,3,0,2,3
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,27,27,27,27,27,27,27,18,3,2,0,1
60,60,45,45,30,30,30,42,42,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,27,27,27,27,27,27,27,18,2,3,1,0
