0,0.001,0.0021544,0.0031544,0.0046416,0.0056416,0.006796,0.007796,0.01,0.012154,0.013154,0.014642,0.015642,0.016796,0.017796,0.021544,0.026186,0.02834,0.02934,0.031544,0.033699,0.034699,0.036186,0.037186,0.03834,0.03934,0.046416,0.056416,0.061057,0.063212,0.064212,0.06796,0.072602,0.074756,0.075756,0.07796,0.080115,0.081115,0.082602,0.083602,0.084756,0.085756,0.1,0.12154,0.13154,0.13619,0.13834,0.13934,0.14642,0.15642,0.16106,0.16321,0.16421,0.16796,0.1726,0.17476,0.17576,0.17796,0.18011,0.18111,0.1826,0.1836,0.18476,0.18576,0.21544,0.26186,0.2834,0.2934,0.29805,0.3002,0.3012,0.31544,0.33699,0.34699,0.35163,0.35378,0.35478,0.36186,0.37186,0.3765,0.37866,0.37966,0.3834,0.38805,0.3902,0.3912,0.3934,0.39556,0.39656,0.39805,0.39905,0.4002,0.4012,0.46416,0.56416,0.61057,0.63212,0.64212,0.64676,0.64892,0.64992,0.6796,0.72602,0.74756,0.75756,0.7622,0.76436,0.76536,0.7796,0.80115,0.81115,0.81579,0.81794,0.81894,0.82602,0.83602,0.84066,0.84281,0.84381,0.84756,0.8522,0.85436,0.85536,0.85756,0.85972,0.86072,0.8622,0.8632,0.86436,0.86536,1,1.2154,1.3154,1.3619,1.3834,1.3934,1.398,1.4002,1.4012,1.4642,1.5642,1.6106,1.6321,1.6421,1.6468,1.6489,1.6499,1.6796,1.726,1.7476,1.7576,1.7622,1.7644,1.7654,1.7796,1.8011,1.8111,1.8158,1.8179,1.8189,1.826,1.836,1.8407,1.8428,1.8438,1.8476,1.8522,1.8544,1.8554,1.8576,1.8597,1.8607,1.8622,1.8632,1.8644,1.8654
0.001,0,0.0031544,0.0021544,0.0056416,0.0046416,0.007796,0.006796,0.011,0.013154,0.012154,0.015642,0.014642,0.017796,0.016796,0.022544,0.027186,0.02934,0.02834,0.032544,0.034699,0.033699,0.037186,0.036186,0.03934,0.03834,0.047416,0.057416,0.062057,0.064212,0.063212,0.06896,0.073602,0.075756,0.074756,0.07896,0.081115,0.080115,0.083602,0.082602,0.085756,0.084756,0.101,0.12254,0.13254,0.13719,0.13934,0.13834,0.14742,0.15742,0.16206,0.16421,0.16321,0.16896,0.1736,0.17576,0.17476,0.17896,0.18111,0.18011,0.1836,0.1826,0.18576,0.18476,0.21644,0.26286,0.2844,0.2944,0.29905,0.3012,0.3002,0.31644,0.33799,0.34799,0.35263,0.35478,0.35378,0.36286,0.37286,0.3775,0.37966,0.37866,0.3844,0.38905,0.3912,0.3902,0.3944,0.39656,0.39556,0.39905,0.39805,0.4012,0.4002,0.46516,0.56516,0.61157,0.63312,0.64312,0.64776,0.64992,0.64892,0.6806,0.72702,0.74856,0.75856,0.7632,0.76536,0.76436,0.7806,0.80215,0.81215,0.81679,0.81894,0.81794,0.82702,0.83702,0.84166,0.84381,0.84281,0.84856,0.8532,0.85536,0.85436,0.85856,0.86072,0.85972,0.8632,0.8622,0.86536,0.86436,1.001,1.2164,1.3164,1.3629,1.3844,1.3944,1.399,1.4012,1.4002,1.4652,1.5652,1.6116,1.6331,1.6431,1.6478,1.6499,1.6489,1.6806,1.727,1.7486,1.7586,1.7632,1.7654,1.7644,1.7806,1.8021,1.8121,1.8168,1.8189,1.8179,1.827,1.837,1.8417,1.8438,1.8428,1.8486,1.8532,1.8554,1.8544,1.8586,1.8607,1.8597,1.8632,1.8622,1.8654,1.8644
0.0021544,0.0031544,0,0.001,0.006796,0.007796,0.0046416,0.0056416,0.012154,0.01,0.011,0.016796,0.017796,0.014642,0.015642,0.023699,0.02834,0.026186,0.027186,0.033699,0.031544,0.032544,0.03834,0.03934,0.036186,0.037186,0.04857,0.05857,0.063212,0.061057,0.062057,0.070115,0.074756,0.072602,0.073602,0.080115,0.07796,0.07896,0.084756,0.085756,0.082602,0.083602,0.10215,0.1237,0.1337,0.13834,0.13619,0.13719,0.14857,0.15857,0.16321,0.16106,0.16206,0.17011,0.17476,0.1726,0.1736,0.18011,0.17796,0.17896,0.18476,0.18576,0.1826,0.1836,0.2176,0.26401,0.28556,0.29556,0.3002,0.29805,0.29905,0.3176,0.33914,0.34914,0.35378,0.35163,0.35263,0.36401,0.37401,0.37866,0.3765,0.3775,0.38556,0.3902,0.38805,0.38905,0.39556,0.3934,0.3944,0.4002,0.4012,0.39805,0.39905,0.46631,0.56631,0.61273,0.63427,0.64427,0.64892,0.64676,0.64776,0.68176,0.72817,0.74972,0.75972,0.76436,0.7622,0.7632,0.78176,0.8033,0.8133,0.81794,0.81579,0.81679,0.82817,0.83817,0.84281,0.84066,0.84166,0.84972,0.85436,0.8522,0.8532,0.85972,0.85756,0.85856,0.86436,0.86536,0.8622,0.8632,1.0022,1.2176,1.3176,1.364,1.3856,1.3956,1.4002,1.398,1.399,1.4663,1.5663,1.6127,1.6343,1.6443,1.6489,1.6468,1.6478,1.6818,1.7282,1.7497,1.7597,1.7644,1.7622,1.7632,1.7818,1.8033,1.8133,1.8179,1.8158,1.8168,1.8282,1.8382,1.8428,1.8407,1.8417,1.8497,1.8544,1.8522,1.8532,1.8597,1.8576,1.8586,1.8644,1.8654,1.8622,1.8632
0.0031544,0.0021544,0.001,0,0.007796,0.006796,0.0056416,0.0046416,0.013154,0.011,0.01,0.017796,0.016796,0.015642,0.014642,0.024699,0.02934,0.027186,0.026186,0.034699,0.032544,0.031544,0.03934,0.03834,0.037186,0.036186,0.04957,0.05957,0.064212,0.062057,0.061057,0.071115,0.075756,0.073602,0.072602,0.081115,0.07896,0.07796,0.085756,0.084756,0.083602,0.082602,0.10315,0.1247,0.1347,0.13934,0.13719,0.13619,0.14957,0.15957,0.16421,0.16206,0.16106,0.17111,0.17576,0.1736,0.1726,0.18111,0.17896,0.17796,0.18576,0.18476,0.1836,0.1826,0.2186,0.26501,0.28656,0.29656,0.3012,0.29905,0.29805,0.3186,0.34014,0.35014,0.35478,0.35263,0.35163,0.36501,0.37501,0.37966,0.3775,0.3765,0.38656,0.3912,0.38905,0.38805,0.39656,0.3944,0.3934,0.4012,0.4002,0.39905,0.39805,0.46731,0.56731,0.61373,0.63527,0.64527,0.64992,0.64776,0.64676,0.68276,0.72917,0.75072,0.76072,0.76536,0.7632,0.7622,0.78276,0.8043,0.8143,0.81894,0.81679,0.81579,0.82917,0.83917,0.84381,0.84166,0.84066,0.85072,0.85536,0.8532,0.8522,0.86072,0.85856,0.85756,0.86536,0.86436,0.8632,0.8622,1.0032,1.2186,1.3186,1.365,1.3866,1.3966,1.4012,1.399,1.398,1.4673,1.5673,1.6137,1.6353,1.6453,1.6499,1.6478,1.6468,1.6828,1.7292,1.7507,1.7607,1.7654,1.7632,1.7622,1.7828,1.8043,1.8143,1.8189,1.8168,1.8158,1.8292,1.8392,1.8438,1.8417,1.8407,1.8507,1.8554,1.8532,1.8522,1.8607,1.8586,1.8576,1.8654,1.8644,1.8632,1.8622
0.0046416,0.0056416,0.006796,0.007796,0,0.001,0.0021544,0.0031544,0.014642,0.016796,0.017796,0.01,0.011,0.012154,0.013154,0.026186,0.021544,0.023699,0.024699,0.036186,0.03834,0.03934,0.031544,0.032544,0.033699,0.034699,0.051057,0.061057,0.056416,0.05857,0.05957,0.072602,0.06796,0.070115,0.071115,0.082602,0.084756,0.085756,0.07796,0.07896,0.080115,0.081115,0.10464,0.12619,0.13619,0.13154,0.1337,0.1347,0.15106,0.16106,0.15642,0.15857,0.15957,0.1726,0.16796,0.17011,0.17111,0.1826,0.18476,0.18576,0.17796,0.17896,0.18011,0.18111,0.22009,0.2665,0.28805,0.29805,0.2934,0.29556,0.29656,0.32009,0.34163,0.35163,0.34699,0.34914,0.35014,0.3665,0.3765,0.37186,0.37401,0.37501,0.38805,0.3834,0.38556,0.38656,0.39805,0.4002,0.4012,0.3934,0.3944,0.39556,0.39656,0.4688,0.5688,0.61522,0.63676,0.64676,0.64212,0.64427,0.64527,0.68424,0.73066,0.7522,0.7622,0.75756,0.75972,0.76072,0.78424,0.80579,0.81579,0.81115,0.8133,0.8143,0.83066,0.84066,0.83602,0.83817,0.83917,0.8522,0.84756,0.84972,0.85072,0.8622,0.86436,0.86536,0.85756,0.85856,0.85972,0.86072,1.0046,1.2201,1.3201,1.3665,1.388,1.398,1.3934,1.3956,1.3966,1.4688,1.5688,1.6152,1.6368,1.6468,1.6421,1.6443,1.6453,1.6842,1.7307,1.7522,1.7622,1.7576,1.7597,1.7607,1.7842,1.8058,1.8158,1.8111,1.8133,1.8143,1.8307,1.8407,1.836,1.8382,1.8392,1.8522,1.8476,1.8497,1.8507,1.8622,1.8644,1.8654,1.8576,1.8586,1.8597,1.8607
0.0056416,0.0046416,0.007796,0.006796,0.001,0,0.0031544,0.0021544,0.015642,0.017796,0.016796,0.011,0.01,0.013154,0.012154,0.027186,0.022544,0.024699,0.023699,0.037186,0.03934,0.03834,0.032544,0.031544,0.034699,0.033699,0.052057,0.062057,0.057416,0.05957,0.05857,0.073602,0.06896,0.071115,0.070115,0.083602,0.085756,0.084756,0.07896,0.07796,0.081115,0.080115,0.10564,0.12719,0.13719,0.13254,0.1347,0.1337,0.15206,0.16206,0.15742,0.15957,0.15857,0.1736,0.16896,0.17111,0.17011,0.1836,0.18576,0.18476,0.17896,0.17796,0.18111,0.18011,0.22109,0.2675,0.28905,0.29905,0.2944,0.29656,0.29556,0.32109,0.34263,0.35263,0.34799,0.35014,0.34914,0.3675,0.3775,0.37286,0.37501,0.37401,0.38905,0.3844,0.38656,0.38556,0.39905,0.4012,0.4002,0.3944,0.3934,0.39656,0.39556,0.4698,0.5698,0.61622,0.63776,0.64776,0.64312,0.64527,0.64427,0.68524,0.73166,0.7532,0.7632,0.75856,0.76072,0.75972,0.78524,0.80679,0.81679,0.81215,0.8143,0.8133,0.83166,0.84166,0.83702,0.83917,0.83817,0.8532,0.84856,0.85072,0.84972,0.8632,0.86536,0.86436,0.85856,0.85756,0.86072,0.85972,1.0056,1.2211,1.3211,1.3675,1.389,1.399,1.3944,1.3966,1.3956,1.4698,1.5698,1.6162,1.6378,1.6478,1.6431,1.6453,1.6443,1.6852,1.7317,1.7532,1.7632,1.7586,1.7607,1.7597,1.7852,1.8068,1.8168,1.8121,1.8143,1.8133,1.8317,1.8417,1.837,1.8392,1.8382,1.8532,1.8486,1.8507,1.8497,1.8632,1.8654,1.8644,1.8586,1.8576,1.8607,1.8597
0.006796,0.007796,0.0046416,0.0056416,0.0021544,0.0031544,0,0.001,0.016796,0.014642,0.015642,0.012154,0.013154,0.01,0.011,0.02834,0.023699,0.021544,0.022544,0.03834,0.036186,0.037186,0.033699,0.034699,0.031544,0.032544,0.053212,0.063212,0.05857,0.056416,0.057416,0.074756,0.070115,0.06796,0.06896,0.084756,0.082602,0.083602,0.080115,0.081115,0.07796,0.07896,0.1068,0.12834,0.13834,0.1337,0.13154,0.13254,0.15321,0.16321,0.15857,0.15642,0.15742,0.17476,0.17011,0.16796,0.16896,0.18476,0.1826,0.1836,0.18011,0.18111,0.17796,0.17896,0.22224,0.26866,0.2902,0.3002,0.29556,0.2934,0.2944,0.32224,0.34378,0.35378,0.34914,0.34699,0.34799,0.36866,0.37866,0.37401,0.37186,0.37286,0.3902,0.38556,0.3834,0.3844,0.4002,0.39805,0.39905,0.39556,0.39656,0.3934,0.3944,0.47095,0.57095,0.61737,0.63892,0.64892,0.64427,0.64212,0.64312,0.6864,0.73281,0.75436,0.76436,0.75972,0.75756,0.75856,0.7864,0.80794,0.81794,0.8133,0.81115,0.81215,0.83281,0.84281,0.83817,0.83602,0.83702,0.85436,0.84972,0.84756,0.84856,0.86436,0.8622,0.8632,0.85972,0.86072,0.85756,0.85856,1.0068,1.2222,1.3222,1.3687,1.3902,1.4002,1.3956,1.3934,1.3944,1.471,1.571,1.6174,1.6389,1.6489,1.6443,1.6421,1.6431,1.6864,1.7328,1.7544,1.7644,1.7597,1.7576,1.7586,1.7864,1.8079,1.8179,1.8133,1.8111,1.8121,1.8328,1.8428,1.8382,1.836,1.837,1.8544,1.8497,1.8476,1.8486,1.8644,1.8622,1.8632,1.8597,1.8607,1.8576,1.8586
0.007796,0.006796,0.0056416,0.0046416,0.0031544,0.0021544,0.001,0,0.017796,0.015642,0.014642,0.013154,0.012154,0.011,0.01,0.02934,0.024699,0.022544,0.021544,0.03934,0.037186,0.036186,0.034699,0.033699,0.032544,0.031544,0.054212,0.064212,0.05957,0.057416,0.056416,0.075756,0.071115,0.06896,0.06796,0.085756,0.083602,0.082602,0.081115,0.080115,0.07896,0.07796,0.1078,0.12934,0.13934,0.1347,0.13254,0.13154,0.15421,0.16421,0.15957,0.15742,0.15642,0.17576,0.17111,0.16896,0.16796,0.18576,0.1836,0.1826,0.18111,0.18011,0.17896,0.17796,0.22324,0.26966,0.2912,0.3012,0.29656,0.2944,0.2934,0.32324,0.34478,0.35478,0.35014,0.34799,0.34699,0.36966,0.37966,0.37501,0.37286,0.37186,0.3912,0.38656,0.3844,0.3834,0.4012,0.39905,0.39805,0.39656,0.39556,0.3944,0.3934,0.47195,0.57195,0.61837,0.63992,0.64992,0.64527,0.64312,0.64212,0.6874,0.73381,0.75536,0.76536,0.76072,0.75856,0.75756,0.7874,0.80894,0.81894,0.8143,0.81215,0.81115,0.83381,0.84381,0.83917,0.83702,0.83602,0.85536,0.85072,0.84856,0.84756,0.86536,0.8632,0.8622,0.86072,0.85972,0.85856,0.85756,1.0078,1.2232,1.3232,1.3697,1.3912,1.4012,1.3966,1.3944,1.3934,1.472,1.572,1.6184,1.6399,1.6499,1.6453,1.6431,1.6421,1.6874,1.7338,1.7554,1.7654,1.7607,1.7586,1.7576,1.7874,1.8089,1.8189,1.8143,1.8121,1.8111,1.8338,1.8438,1.8392,1.837,1.836,1.8554,1.8507,1.8486,1.8476,1.8654,1.8632,1.8622,1.8607,1.8597,1.8586,1.8576
0.01,0.011,0.012154,0.013154,0.014642,0.015642,0.016796,0.017796,0,0.0021544,0.0031544,0.0046416,0.0056416,0.006796,0.007796,0.031544,0.036186,0.03834,0.03934,0.021544,0.023699,0.024699,0.026186,0.027186,0.02834,0.02934,0.056416,0.046416,0.051057,0.053212,0.054212,0.07796,0.082602,0.084756,0.085756,0.06796,0.070115,0.071115,0.072602,0.073602,0.074756,0.075756,0.11,0.13154,0.12154,0.12619,0.12834,0.12934,0.15642,0.14642,0.15106,0.15321,0.15421,0.17796,0.1826,0.18476,0.18576,0.16796,0.17011,0.17111,0.1726,0.1736,0.17476,0.17576,0.22544,0.27186,0.2934,0.2834,0.28805,0.2902,0.2912,0.32544,0.34699,0.33699,0.34163,0.34378,0.34478,0.37186,0.36186,0.3665,0.36866,0.36966,0.3934,0.39805,0.4002,0.4012,0.3834,0.38556,0.38656,0.38805,0.38905,0.3902,0.3912,0.47416,0.57416,0.62057,0.64212,0.63212,0.63676,0.63892,0.63992,0.6896,0.73602,0.75756,0.74756,0.7522,0.75436,0.75536,0.7896,0.81115,0.80115,0.80579,0.80794,0.80894,0.83602,0.82602,0.83066,0.83281,0.83381,0.85756,0.8622,0.86436,0.86536,0.84756,0.84972,0.85072,0.8522,0.8532,0.85436,0.85536,1.01,1.2254,1.3254,1.3719,1.3934,1.3834,1.388,1.3902,1.3912,1.4742,1.5742,1.6206,1.6421,1.6321,1.6368,1.6389,1.6399,1.6896,1.736,1.7576,1.7476,1.7522,1.7544,1.7554,1.7896,1.8111,1.8011,1.8058,1.8079,1.8089,1.836,1.826,1.8307,1.8328,1.8338,1.8576,1.8622,1.8644,1.8654,1.8476,1.8497,1.8507,1.8522,1.8532,1.8544,1.8554
0.012154,0.013154,0.01,0.011,0.016796,0.017796,0.014642,0.015642,0.0021544,0,0.001,0.006796,0.007796,0.0046416,0.0056416,0.033699,0.03834,0.036186,0.037186,0.023699,0.021544,0.022544,0.02834,0.02934,0.026186,0.027186,0.05857,0.04857,0.053212,0.051057,0.052057,0.080115,0.084756,0.082602,0.083602,0.070115,0.06796,0.06896,0.074756,0.075756,0.072602,0.073602,0.11215,0.1337,0.1237,0.12834,0.12619,0.12719,0.15857,0.14857,0.15321,0.15106,0.15206,0.18011,0.18476,0.1826,0.1836,0.17011,0.16796,0.16896,0.17476,0.17576,0.1726,0.1736,0.2276,0.27401,0.29556,0.28556,0.2902,0.28805,0.28905,0.3276,0.34914,0.33914,0.34378,0.34163,0.34263,0.37401,0.36401,0.36866,0.3665,0.3675,0.39556,0.4002,0.39805,0.39905,0.38556,0.3834,0.3844,0.3902,0.3912,0.38805,0.38905,0.47631,0.57631,0.62273,0.64427,0.63427,0.63892,0.63676,0.63776,0.69176,0.73817,0.75972,0.74972,0.75436,0.7522,0.7532,0.79176,0.8133,0.8033,0.80794,0.80579,0.80679,0.83817,0.82817,0.83281,0.83066,0.83166,0.85972,0.86436,0.8622,0.8632,0.84972,0.84756,0.84856,0.85436,0.85536,0.8522,0.8532,1.0122,1.2276,1.3276,1.374,1.3956,1.3856,1.3902,1.388,1.389,1.4763,1.5763,1.6227,1.6443,1.6343,1.6389,1.6368,1.6378,1.6918,1.7382,1.7597,1.7497,1.7544,1.7522,1.7532,1.7918,1.8133,1.8033,1.8079,1.8058,1.8068,1.8382,1.8282,1.8328,1.8307,1.8317,1.8597,1.8644,1.8622,1.8632,1.8497,1.8476,1.8486,1.8544,1.8554,1.8522,1.8532
