x,y,
4.3275,8.2586e-15
4.7953,1.1241
4.2923,1.4281
4.2211,2.8919
3.9256,1.2752
4.0441,2.5716
3.3675,2.7433
2.9191,4.1004
3.7168,0.85425
3.3347,2.3029
2.9486,3.7896
2.9529,2.0108
2.7911,3.4146
2.177,3.2834
1.6694,4.4478
3.6148,0.30383
2.9745,1.5284
2.1664,2.9613
1.3761,4.3954
2.7437,1.0658
2.1606,2.4977
1.5047,4.0172
1.879,2.0583
1.4583,3.5446
1.0772,3.1855
0.47166,4.2948
3.6148,-0.30383
2.8282,0.5298
1.9202,1.6639
0.9099,3.0052
0.10786,4.3044
2.6776,5.7419e-15
1.91,1.1947
0.96327,2.616
-0.022853,4.0767
1.7589,0.70039
1.0209,2.1115
0.15488,3.6706
0.89312,1.6265
0.22996,3.1308
0.090121,2.6745
-0.6258,3.7949
3.7168,-0.85425
2.8282,-0.5298
1.8535,0.23998
0.84672,1.3039
-0.20346,2.6087
-0.99678,3.8285
2.7437,-1.0658
1.8535,-0.23998
0.83461,0.89448
-0.28449,2.2869
-1.3009,3.6757
1.7589,-0.70039
0.87691,0.43669
-0.17563,1.8496
-1.2701,3.3666
0.84752,1.8371e-15
-0.040078,1.3422
-1.0703,2.9134
-0.0067124,0.90509
-0.88115,2.3455
-0.83612,1.9277
-1.6308,3.0534
3.9256,-1.2752
2.9745,-1.5284
1.91,-1.1947
0.87691,-0.43669
-0.1448,0.60605
-1.1696,1.8764
-2.0112,3.1189
2.9529,-2.0108
1.9202,-1.6639
0.83461,-0.89448
-0.26768,0.21544
-1.4318,1.6368
-2.363,2.9749
1.879,-2.0583
0.84672,-1.3039
-0.26768,-0.21544
-1.4175,1.2203
-2.555,2.7047
0.89312,-1.6265
-0.1448,-0.60605
-1.2899,0.73789
-2.4357,2.3411
-0.0067124,-0.90509
-1.0678,0.30226
-2.2436,1.7984
-0.87233,-1.7787e-15
-1.928,1.2732
-1.7218,1.0167
-2.5711,2.1314
4.2923,-1.4281
3.3347,-2.3029
2.1606,-2.4977
1.0209,-2.1115
-0.040078,-1.3422
-1.0678,-0.30226
-2.093,0.96343
-2.968,2.2774
3.3675,-2.7433
2.1664,-2.9613
0.96327,-2.616
-0.17563,-1.8496
-1.2899,-0.73789
-2.4368,0.69328
-3.3534,2.0833
2.177,-3.2834
0.9099,-3.0052
-0.28449,-2.2869
-1.4175,-1.2203
-2.6166,0.31565
-3.6148,1.7875
1.0772,-3.1855
-0.20346,-2.6087
-1.4318,-1.6368
-2.6166,-0.31565
-3.7521,1.2772
0.090121,-2.6745
-1.1696,-1.8764
-2.4368,-0.69328
-3.6798,0.76725
-0.83612,-1.9277
-2.093,-0.96343
-3.412,0.30919
-1.7218,-1.0167
-2.9451,-0.1987
-2.5584,-5.353e-15
-3.4549,1.0912
4.7953,-1.1241
4.0441,-2.5716
2.7911,-3.4146
1.4583,-3.5446
0.22996,-3.1308
-0.88115,-2.3455
-1.928,-1.2732
-2.9451,0.1987
-3.827,1.5454
4.2211,-2.8919
2.9486,-3.7896
1.5047,-4.0172
0.15488,-3.6706
-1.0703,-2.9134
-2.2436,-1.7984
-3.412,-0.30919
-4.2926,1.2503
2.9191,-4.1004
1.3761,-4.3954
-0.022853,-4.0767
-1.2701,-3.3666
-2.4357,-2.3411
-3.6798,-0.76725
-4.6053,0.77804
1.6694,-4.4478
0.10786,-4.3044
-1.3009,-3.6757
-2.555,-2.7047
-3.7521,-1.2772
-4.7789,0.28615
0.47166,-4.2948
-0.99678,-3.8285
-2.363,-2.9749
-3.6148,-1.7875
-4.7789,-0.28615
-0.6258,-3.7949
-2.0112,-3.1189
-3.3534,-2.0833
-4.6053,-0.77804
-1.6308,-3.0534
-2.968,-2.2774
-4.2926,-1.2503
-2.5711,-2.1314
-3.827,-1.5454
-3.4549,-1.0912
-4.3969,-9.1739e-15
