0,8.2166,8.1022,0.75167,12.743,5.0494,3.9925,10.918,4.5498,7.5741,2.5446,12.812,12.106,6.3966,5.3411,1.7305,9.5188,8.5522,10.562,8.3063,2.4899,12.012,7.2651,3.2804,3.6853,8.51,10.983,7.586,8.711,2.3754,8.756,10.175,8.8074,3.4129,12.117,2.9734,10.991,13.542,8.2511,6.2417,12.099,8.7058,2.3138,8.6938,8.475,9.6169,8.9013,8.6267,7.1746,9.3841,13.542,8.6613,8.6923,2.011,6.4612,11.622,1.6513,13.022,11.843,6.1133,10.725,12.69,6.1452,8.7046,4.1935,7.4307,10.011,8.0883,9.3408,4.1235,8.8065,2.6679,8.6661,12.73,2.8323,1.4184,8.4456,8.2795,12.175,2.0413,6.6016,12.071,6.463,8.0226,12.514,8.6714,11.198,10.757,9.9066,6.1899,11.218,2.6377,6.4885,3.4753,8.4768,5.6479,5.3867,10.928,6.1383,12.207,8.5021,2.7612,8.8962,12.116,12.485,8.2304,2.6803,12.388,4.1454,8.8943,7.3544,8.0172,12.782,8.8478,6.3727,12.466,8.6796,12.295,6.776,8.7531,12.612,7.7051,12.171,8.2403,11.991,12.334,5.683,9.8079,12.143,4.1702,7.7004,11.947,3.197,10.501,6.9033,8.59,6.0527,8.2014,3.876,12.825,8.7401,2.7788,11.322,2.7692,1.2334,7.2876,6.713,6.5289,13.41,8.3657,7.9784,6.6926,8.0977,2.711,11.65,3.1384,8.1006,6.2306,10.856,8.5329,7.0461,12.466,11.375,5.1452,9.0878,4.2135,11.461,12.047,8.0481,5.6713,5.6222,8.677,3.6664,10.886,12.176,9.9382,9.0297,5.4493,8.61,12.085,3.0862,9.244,2.5028,8.6924,7.0688,9.1772,4.0848,6.1616,12.395,11.409,7.9477,12.422,2.8005,7.6842,4.844,4.8157,12.272,7.3116,11.883,8.7051
8.2166,0,8.3699,8.4897,9.2057,10.157,9.3304,8.4032,8.9523,12.451,8.6535,8.6798,8.6651,6.4073,10.742,8.0817,1.6977,12.739,4.1525,12.743,8.4656,8.801,1.8736,9.4868,9.8076,12.785,4.4067,3.2886,9.0097,9.1871,8.5217,5.3439,12.814,8.9573,8.435,8.7254,3.6026,10.793,5.9113,10.541,9.8164,12.875,8.2201,12.872,12.766,2.4017,12.868,1.0934,9.0395,5.0684,10.793,12.825,12.871,8.3614,2.3306,8.226,8.6068,9.8028,8.6603,5.5973,3.4789,9.122,11.536,12.873,9.7247,1.7528,9.4624,12.627,2.0919,10.507,12.868,9.6181,12.779,8.8378,8.5676,8.184,12.759,11.032,8.8283,8.5858,6.7545,8.8204,4.9011,1.6422,8.6133,12.844,3.6947,4.7964,4.7658,3.2575,4.0706,9.1909,2.8897,8.9024,1.9299,10.195,11.14,9.6207,8.8216,8.8212,12.851,8.5828,8.5248,8.4302,8.7329,1.1283,8.8602,8.9158,10.433,8.5245,12.356,12.511,8.8567,12.841,2.2984,8.9176,12.695,9.1242,11.627,12.835,8.8277,12.407,8.4785,12.739,8.5226,8.8114,11.031,2.4469,8.8323,10.572,1.9533,8.8097,8.6547,3.2291,2.5511,12.821,4.1668,12.624,10.285,9.2839,12.85,8.8679,9.8192,8.634,7.8489,9.1294,2.4506,8.0873,10.453,12.579,1.9808,1.7635,10.008,8.3306,8.9142,9.2529,1.0536,6.0436,3.3562,12.826,2.2247,8.9168,6.3451,8.3686,1.3961,10.163,9.6107,8.8421,12.503,9.779,6.9202,12.821,9.3775,6.5686,8.8295,9.9701,12.873,8.7769,12.853,8.6496,8.6948,11.51,9.207,12.871,1.8341,2.8379,9.532,8.8239,8.6246,8.5676,1.5296,9.0089,8.5837,1.0032,10.739,10.787,8.2918,8.3928,8.333,12.873
8.1022,8.3699,0,7.7508,11.998,9.7189,10.342,11.433,6.9421,8.9571,9.5961,11.83,11.365,7.3326,9.9444,8.4917,9.8498,9.4142,10.812,9.2816,9.4907,11.551,8.347,6.4399,7.235,9.4071,10.356,9.089,10.038,6.8894,0.77628,9.2913,9.6241,5.7868,11.528,10.024,10.963,12.689,6.9368,8.3922,10.968,9.5731,9.3315,9.5769,9.3844,8.9702,9.6328,9.3643,7.9041,8.4558,12.689,9.4432,9.5762,9.1645,7.576,11.16,8.9852,12.447,11.59,7.9196,10.673,12.119,8.2619,9.5722,6.978,8.2518,9.3846,9.165,10.05,7.3338,9.6145,7.5298,9.6341,11.861,9.8607,7.0063,9.3949,9.1334,11.696,9.2406,7.2334,11.82,7.3844,8.7425,11.746,9.5129,11.279,9.7807,9.6331,7.6957,11.066,8.8532,7.7917,10.03,9.3233,10.727,9.1568,10.348,6.485,11.181,9.5272,9.7926,0.9183,11.721,12.111,9.1465,9.6472,11.296,8.1927,0.91621,8.8276,8.9562,11.957,9.6347,8.1506,11.835,9.3622,11.129,10.016,9.4999,11.643,8.9915,11.678,9.4452,11.811,11.676,9.6692,10.39,11.391,7.6428,8.6998,11.735,10.135,9.8563,8.2587,9.4337,7.1204,9.2333,8.2425,11.535,9.5852,8.4918,11.602,9.8078,7.5842,9.6725,8.4886,2.806,12.719,9.3558,9.0107,8.1306,5.3754,6.9009,10.566,9.3126,8.8504,3.4594,11.152,9.4909,8.0465,11.835,11.074,7.1912,9.509,7.4027,11.375,10.576,8.9078,5.3885,4.4969,9.4493,10.191,10.303,11.697,7.4416,9.7423,6.1448,9.5804,11.369,10.055,9.7241,8.23,9.5761,7.848,9.8007,6.4559,7.0462,11.747,11.008,9.1106,12.158,9.7989,8.4214,7.5593,7.8553,11.328,9.5096,11.332,9.5715
0.75167,8.4897,7.7508,0,12.835,4.6787,3.9393,11.159,4.4388,7.1159,2.8193,12.964,12.304,6.4005,5.018,1.8983,9.8435,8.102,10.869,7.8332,2.8656,12.211,7.5163,2.9824,3.2127,8.0549,11.22,7.9276,8.7052,2.1125,8.4119,10.244,8.383,2.9573,12.275,3.2251,11.298,13.482,8.2006,5.8274,12.049,8.2645,2.6501,8.2519,8.0202,9.8512,8.4804,8.9489,7.1307,9.4962,13.482,8.2086,8.2504,2.2032,6.7052,11.836,1.9626,13.08,12.058,6.3028,11.065,12.809,5.6039,8.2633,3.9145,7.6579,9.9607,7.6098,9.677,3.7947,8.367,2.2487,8.2412,12.883,3.1753,1.1334,7.9903,7.9443,12.387,2.3617,6.4664,12.302,6.5805,8.3706,12.704,8.2219,11.532,10.904,10.092,6.3827,11.529,2.5847,6.715,3.5717,8.7342,5.5636,5.1595,10.857,5.7372,12.229,8.0542,3.1128,8.5521,12.296,12.695,8.5384,2.8426,12.464,4.0155,8.5501,6.8907,7.5315,12.952,8.4234,6.6793,12.664,8.226,12.276,6.455,8.3148,12.786,7.2129,12.296,7.8083,12.14,12.442,5.6055,10.145,12.23,3.8722,7.9858,12.161,3.5326,10.743,7.1483,8.1319,6.1515,7.727,3.6871,12.871,8.3014,2.4155,11.34,3.123,1.1312,7.3115,6.988,6.1079,13.404,7.9348,8.287,7.0136,7.5523,2.1835,11.719,2.9733,8.4019,5.981,11.235,8.0802,7.2701,12.664,11.587,4.8099,9.3927,3.8874,11.439,12.115,7.558,5.2221,5.2799,8.2227,3.766,11.02,12.388,9.5557,8.618,5.0168,8.1667,12.262,3.3445,9.0398,2.0733,8.2504,7.3371,9.55,3.5027,5.7558,12.599,11.563,8.3033,12.652,2.9209,7.9885,4.5608,4.3303,12.408,7.4128,11.995,8.2638
12.743,9.2057,11.998,12.835,0,11.921,12.344,3.8089,10.597,11.965,12.835,1.8318,3.5031,7.0331,11.485,11.501,8.8865,11.604,6.5253,11.831,13.198,3.6035,9.8759,13.43,11.94,11.69,5.5891,7.1565,6.371,13.404,11.829,4.6214,11.429,13.462,1.933,13.084,7.3832,3.6265,8.2683,10.801,3.4805,11.632,12.632,11.65,11.685,7.322,11.383,8.9323,7.6264,4.4301,3.6269,11.67,11.65,13.144,9.3914,4.1765,13.25,1.2576,3.4389,6.9176,7.4493,0.80344,12.607,11.631,11.419,9.5987,6.6941,11.941,8.3676,12.971,11.512,12.408,11.438,1.6426,13.364,12.851,11.71,9.1,3.6542,13.026,9.7945,3.8834,6.9203,8.3929,2.7415,11.616,7.823,5.2363,5.5372,9.1418,6.9234,11.684,10.123,12.091,9.2919,10.902,11.375,4.4416,9.1039,2.6126,11.743,13.506,11.861,1.8636,2.6626,9.3959,12.411,1.1852,12.235,11.861,11.965,11.911,2.0337,11.441,8.6883,3.2532,11.459,4.7906,10.762,11.524,2.5894,12.102,0.89654,11.717,1.1926,0.60947,10.943,8.0998,1.167,12.701,10.043,3.3449,13.423,6.7873,9.9741,11.719,8.1021,11.786,11.991,1.3257,11.538,12.855,3.6948,13.173,12.434,7.2608,9.9366,10.583,2.6049,11.477,9.8541,9.3149,11.409,12.608,2.2826,11.85,9.6641,11.38,8.5908,11.702,9.6719,3.2538,3.8649,9.5453,8.7339,11.753,3.0388,2.1884,11.816,11.065,10.445,11.602,12.087,2.9007,3.6545,7.8547,11.292,10.811,11.603,3.228,12.796,9.2169,12.239,11.65,10.003,7.5148,12.591,9.242,2.9979,2.5098,10.15,3.5946,13.048,10.042,12.191,12.389,1.5056,6.7143,1.1327,11.63
5.0494,10.157,9.7189,4.6787,11.921,0,3.0696,11.296,6.0401,5.6117,5.2394,12.586,12.592,6.2925,1.7463,4.0622,11.201,6.0181,11.44,5.8036,5.945,12.416,8.9827,6.6125,4.1861,6.0024,11.67,9.116,7.1854,6.2202,10.214,9.7631,6.2842,6.2213,11.992,5.1993,12.082,11.382,9.007,3.7377,10.51,6.176,5.2945,6.1573,5.9862,10.955,6.4279,10.368,7.3295,9.6448,11.382,6.1384,6.156,4.9305,8.3221,12.28,5.4779,11.724,12.238,6.9087,12.207,12.041,4.3068,6.1753,5.6024,8.988,9.8506,5.6479,10.813,6.0459,6.1997,4.5102,6.1172,12.531,5.8692,5.3163,5.9446,5.4953,12.647,5.4474,6.2026,12.61,7.0289,10.048,12.734,6.1018,12.467,10.899,10.173,7.4778,12.302,3.9075,8.3105,4.0885,9.7299,3.8176,5.0202,9.2261,4.6371,10.98,6.0011,6.003,10.321,12.001,12.63,9.9698,4.4667,11.703,6.1353,10.319,5.4968,5.662,12.737,6.3315,8.1379,12.795,6.077,10.863,3.975,6.2737,12.77,5.2929,11.581,5.9542,11.453,11.697,5.7793,11.223,11.494,5.842,9.5559,12.284,6.0023,11.505,8.568,6.0427,6.7823,5.6477,5.3448,11.895,6.1761,3.1239,9.6433,5.8312,4.8796,6.2473,8.4107,7.2162,11.594,5.9681,9.81,8.7911,6.8099,4.143,11.201,2.7187,10.002,8.0695,12.61,5.9858,8.6378,12.795,11.444,3.4728,10.66,5.3072,9.6304,11.697,5.6655,6.1393,6.072,6.1084,4.3555,10.592,12.648,7.8223,6.4984,4.7456,6.0418,12.39,5.1278,7.6138,2.8958,6.156,9.2193,10.962,4.525,3.9555,12.714,11.365,10.183,12.831,4.3616,9.9339,6.2109,4.2706,12.054,7.2075,11.316,6.1758
3.9925,9.3304,10.342,3.9393,12.344,3.0696,0,11.091,6.7879,7.9593,2.8023,12.914,12.501,7.1039,3.7706,2.9544,10.382,8.6203,11.081,8.3797,3.5745,12.208,8.2981,6.7208,5.2772,8.5885,11.382,8.1464,8.5659,5.9011,10.857,10.055,8.8768,6.5628,12.019,2.506,11.462,12.424,8.3811,6.2451,11.764,8.7756,2.9448,8.7629,8.5633,10.286,8.993,9.428,8.14,9.7914,12.424,8.7515,8.7616,2.8284,7.8188,11.9,3.5249,12.363,12.067,6.9749,11.495,12.281,6.716,8.7748,6.1807,8.3721,9.6683,8.2307,10.048,6.7296,8.8133,4.8182,8.694,12.772,3.3123,4.9472,8.5292,7.8351,12.445,3.2725,7.5169,12.341,7.3083,9.2504,12.67,8.7055,11.725,11.011,10.371,7.2449,11.761,3.0793,7.8807,1.4038,9.0887,2.9984,5.9027,10.633,6.1825,11.892,8.5754,3.5095,10.968,12.091,12.541,9.1073,2.1143,12.287,6.1867,10.966,7.7569,8.2318,12.862,8.9258,7.3195,12.659,8.7005,12.146,5.7741,8.8531,12.9,7.8975,11.817,8.4264,11.665,12.013,6.1504,10.344,11.772,6.5294,8.9025,12.148,3.3149,11.036,8.0412,8.6573,6.9641,8.2485,5.5406,12.594,8.7758,3.4441,10.735,3.3088,3.6613,7.2622,7.6868,8.2649,12.464,8.5119,9.1591,7.96,8.9106,4.6307,11.817,1.6787,9.1858,7.9698,11.626,8.578,8.1391,12.659,11.578,5.2375,9.8932,5.9256,10.541,12.277,8.2125,7.3624,7.1827,8.7152,2.032,10.896,12.446,9.5889,9.0876,6.6293,8.6203,12.255,2.3945,9.732,3.4256,8.7616,8.5646,10.139,5.9281,5.8,12.625,11.585,9.2251,12.599,1.9761,8.9436,6.8595,6.0133,12.253,6.9961,11.54,8.7753
10.918,8.4032,11.433,11.159,3.8089,11.296,11.091,0,8.904,11.368,10.911,3.5613,1.93,6.3709,10.634,9.7485,8.2656,11.421,6.3585,11.564,11.17,1.774,9.2012,11.647,10.596,11.471,5.8322,5.5946,6.428,11.533,11.404,5.8915,11.289,12.069,2.3848,11.277,7.249,6.9818,7.6709,10.363,5.9608,11.455,10.722,11.473,11.453,6.87,11.239,8.1366,6.0895,4.5704,6.9822,11.509,11.473,11.445,8.508,2.1213,11.301,4.7466,1.3073,5.4747,6.8102,3.339,11.969,11.454,9.6882,9.0339,5.7374,11.634,7.7507,11.245,11.391,10.754,11.25,3.0279,11.42,11.219,11.475,9.2215,1.7874,11.05,9.7906,1.6051,6.1174,7.1854,2.3618,11.451,7.5216,6.1971,5.9465,8.4648,6.7565,9.8842,9.3606,10.474,8.9465,9.6181,9.735,6.0368,8.7297,5.4631,11.488,11.543,11.486,2.2751,2.0661,8.6719,10.601,3.8841,10.122,11.485,11.288,11.605,2.7643,11.309,7.5541,2.068,11.362,7.2036,9.939,11.359,2.5936,11.748,3.248,11.314,2.8492,3.2815,8.9743,7.4913,3.2601,10.94,9.3343,1.2831,11.482,6.7747,9.2931,11.54,7.5213,11.535,10.046,4.6156,11.384,11.769,5.2506,11.161,10.763,6.2043,9.1506,10.077,6.04,11.21,9.1314,8.1881,11.745,11.521,3.3205,10.438,8.8995,10.669,7.7775,11.485,9.0533,2.0679,4.6406,9.0378,8.1587,10.053,5.1888,3.5849,11.52,9.9745,10.077,11.452,10.302,4.159,1.7884,9.0539,11.209,10.359,11.393,2.059,10.965,9.0933,10.93,11.474,9.1052,6.2364,11.627,9.0859,2.0949,1.7726,9.1364,1.7891,11.534,9.0516,10.375,11.285,3.0309,4.7585,3.1226,11.453
4.5498,8.9523,6.9421,4.4388,10.597,6.0401,6.7879,8.904,0,4.7657,6.2857,10.552,9.8992,4.3167,5.3379,4.2484,10.067,5.6685,10.037,5.5628,6.497,9.9937,8.3869,3.5232,2.5966,5.6437,10.237,7.7434,6.0612,3.9056,7.4686,9.0956,5.7819,4.2545,10.156,6.8709,10.937,11.503,8.3488,4.2292,9.3884,5.7666,6.137,5.7671,5.6052,9.6164,5.803,9.4289,3.5326,7.904,11.504,5.7537,5.766,6.2604,7.1496,9.8565,5.8421,10.856,9.7761,4.6449,10.552,10.678,4.4967,5.7652,1.8447,8.421,8.5297,5.4108,9.7671,2.5428,5.8697,2.9573,5.6992,10.488,6.9297,4.1185,5.5993,5.519,10.115,5.9982,5.7742,10.072,5.1977,8.2877,10.477,5.7781,11.273,9.7607,8.7423,6.7329,10.88,4.1903,7.4402,6.4164,9.3703,6.6362,3.3939,8.098,4.3196,9.9267,5.635,6.9315,7.6418,10.059,10.493,9.1921,5.9402,9.9758,2.8354,7.6398,4.6077,5.3157,10.602,5.8089,7.1534,10.392,5.7904,9.9347,5.1887,5.7422,10.288,5.2304,10.242,5.2912,10.022,10.248,3.7624,10.242,10.095,2.3684,8.6836,9.8341,7.2401,10.217,7.9403,5.7372,5.7034,5.5205,2.7702,10.422,5.7949,5.2833,8.7824,6.6868,4.9303,4.5867,7.9842,4.8398,11.298,5.395,8.8299,7.5839,6.3552,4.5491,8.9171,5.2443,9.0479,6.8401,11.182,5.6864,7.9492,10.393,9.8516,3.8266,9.6559,2.3642,9.302,9.375,5.3455,2.8993,4.7886,5.7861,6.2131,9.1722,10.116,7.7011,5.9201,3.7465,5.7243,10.054,6.7617,5.4757,4.0267,5.7663,7.9794,9.0944,3.6945,4.7691,10.32,8.9955,9.0663,10.427,6.7247,8.8592,2.4361,3.2128,10.196,5.777,9.9592,5.7653
7.5741,12.451,8.9571,7.1159,11.965,5.6117,7.9593,11.368,4.7657,0,8.8209,12.457,12.334,6.6658,4.5584,6.9399,13.517,1.3793,13.093,1.0504,9.3459,12.357,11.659,6.5629,3.9791,1.2584,13.097,11.204,6.7164,6.9917,9.3604,11.047,1.6966,6.7628,12.165,9.2232,14.091,11.537,10.663,2.4552,9.7628,1.4841,8.8499,1.4825,1.214,12.834,1.7426,12.882,5.5925,10.389,11.537,1.4561,1.4814,8.7284,10.571,12.448,8.6221,11.785,12.179,7.8287,13.977,12.223,2.2351,1.4833,4.5285,11.613,9.9436,0.9261,13.138,4.824,1.6503,5.1599,1.5422,12.4,9.6075,7.1266,1.2002,3.3368,12.545,8.7333,7.3365,12.573,8.1014,12.002,12.739,1.4574,14.546,12.163,11.302,9.8222,14.046,6.2871,10.728,8.2468,12.459,7.1813,3.7883,8.3211,4.4136,10.903,1.2113,9.6648,9.5049,12.113,12.734,12.592,8.1418,11.404,5.4477,9.5029,0.38303,0.93031,12.643,1.7276,10.616,12.704,1.6111,10.614,3.3961,1.5358,12.459,1.0098,11.903,0.87973,11.749,11.805,4.9167,13.586,11.6,4.5731,12.072,12.186,9.8638,13.266,11.17,1.3756,8.5567,1.0896,4.9943,11.592,1.5562,6.6907,9.2639,9.3976,7.71,5.7521,11.242,6.397,11.7,1.2319,12.257,11.19,5.5603,6.4229,10.459,6.563,12.514,9.3788,14.752,1.2854,11.156,12.705,12.241,4.4046,13.026,4.3257,9.7054,10.993,0.94746,4.0356,6.602,1.4757,8.0151,11.211,12.546,6.8189,1.9785,4.3338,1.3735,12.337,9.1059,4.2808,5.4971,1.4811,11.514,12.741,4.6925,4.5055,12.666,11.027,12.721,12.831,8.775,12.463,4.4337,2.9385,12.12,7.7805,11.624,1.4845
