x,y,
0.45592,47.799
0.45592,47.799
0.15111,29.657
0.18074,27.827
-0.43054,14.133
-0.43057,14.135
-0.43054,14.133
-0.42964,14.078
-0.42964,14.078
11.741,8.5445
11.741,8.5445
2.7363,6.5377
27.757,-0.87465
27.76,-0.87487
27.766,-0.87522
27.763,-0.875
27.751,-0.87434
24.667,-7.0936
24.681,-7.1012
24.681,-7.1012
27.265,-0.66303
27.265,-0.66303
24.567,-4.9281
18.179,-6.7494
14.858,-10.247
14.867,-10.259
14.85,-10.236
7.6876,-9.455
11.362,-9.5886
3.8117,-10.627
4.5204,-10.148
4.5204,-10.148
-2.6236,-13.053
-2.6238,-13.055
-2.6236,-13.053
-11.34,-12.396
-9.9124,-10.017
-9.9124,-10.017
-19.403,-8.7068
-12.511,-11.732
-12.511,-11.732
-22.447,-8.6435
-22.442,-8.6405
-22.438,-8.637
-27.15,-2.8183
-27.161,-2.8204
-27.167,-2.8217
-26.624,0.74763
-26.629,0.74789
-26.618,0.74733
-24.936,2.0041
-24.936,2.0041
-24.942,2.0049
-24.942,2.0049
